ReviewedLocationName;City;Country;place_id;latitude;longitude;type;price_level;avg_google_rating;operational_status
Plaza de Chueca;Madrid;España;pl_id_1444;40.4229141;-3.6976142;route;;;
Rolling Hills Zoo;Salina;Kansas;pl_id_1445;38.8525676;-97.7641581;zoo;;4.6;OPERATIONAL
Xiangshui Taoist Temple;Dalian;China;pl_id_1446;39.11689;121.76643;sublocality_level_3;;;
Infine Hotel;Dalian;China;pl_id_1447;39.0493772;121.7676544;lodging;;4.1;OPERATIONAL
Macy s Philadelphia;Filadelfia;Pensilvania;pl_id_1448;40.0468583;-75.05469819999999;department_store;2.0;4.2;OPERATIONAL
LG Cruises;Lake George;Estado de Nueva York;pl_id_1449;43.4234101;-73.7128493;tourist_attraction;;4.9;OPERATIONAL
StarBikes Rental;Ámsterdam;Países Bajos;pl_id_1450;52.3774196;4.908077;cafe;;4.7;OPERATIONAL
Radisson Suite Hotel Oceanfront;Melbourne;Florida;pl_id_1451;28.1360491;-80.5797073;lodging;;4.1;OPERATIONAL
Shark Bait Beach Gear Rentals;Vero Beach;Florida;pl_id_1452;27.652807;-80.3704405;travel_agency;;4.9;OPERATIONAL
Riverside Cafe;Vero Beach;Florida;pl_id_1453;27.6527951;-80.3707408;restaurant;2.0;4.3;OPERATIONAL
The Caribbean Court Boutique Hotel;Vero Beach;Florida;pl_id_1454;27.6305549;-80.35251160000001;lodging;;4.7;OPERATIONAL
Maison Martinique Fine Dining;Vero Beach;Florida;pl_id_1455;27.6306109;-80.35249069999999;restaurant;;4.8;OPERATIONAL
Havana Nights Piano Bar;Vero Beach;Florida;pl_id_1456;27.6307735;-80.3527319;bar;;4.4;OPERATIONAL
Marsh Beast Airboat Tours;Vero Beach;Florida;pl_id_1457;27.6623681;-80.6439292;zoo;;5.0;OPERATIONAL
;Villa General Belgrano;Argentina;pl_id_1458;-31.9786199;-64.5576741;lodging;;4.3;OPERATIONAL
Plaza San Martin;Córdoba;Argentina;pl_id_1459;-31.4167528;-64.1835619;tourist_attraction;;4.2;OPERATIONAL
Museo Iberoamericano de Artesanias;Córdoba;Argentina;pl_id_1460;-31.4235869;-64.19203209999999;tourist_attraction;;4.4;OPERATIONAL
Paseo de las Artes;Córdoba;Argentina;pl_id_1461;-31.4237397;-64.1921108;tourist_attraction;;4.6;OPERATIONAL
Hotel Sussex Cordoba;Córdoba;Argentina;pl_id_1462;-31.417498;-64.1828072;lodging;;3.6;OPERATIONAL
;San Fernando;Argentina;pl_id_1463;;;;;;
Estancia Tunel;Ushuaia;Argentina;pl_id_1464;-54.8206572;-68.1511578;point_of_interest;;4.8;OPERATIONAL
Hotel Los Yamanas;Ushuaia;Argentina;pl_id_1465;-54.83788999999999;-68.359933;travel_agency;;4.4;OPERATIONAL
Museo Del Cabildo;Córdoba;Argentina;pl_id_1466;-31.4163843;-64.1842471;museum;;4.5;OPERATIONAL
La Capke Cafe Guemes;Córdoba;Argentina;pl_id_1467;-31.4253462;-64.19202489999999;bakery;2.0;4.6;OPERATIONAL
Standard 69;Córdoba;Argentina;pl_id_1468;-31.4242462;-64.1912108;restaurant;2.0;4.4;OPERATIONAL
NH Cordoba Urbano;Córdoba;Argentina;pl_id_1469;-31.419068;-64.189886;lodging;;4.1;OPERATIONAL
Pan Plano;Córdoba;Argentina;pl_id_1470;-31.42255219999999;-64.1914036;restaurant;2.0;4.5;OPERATIONAL
Paseo del Buen Pastor;Córdoba;Argentina;pl_id_1471;-31.424145;-64.1867589;point_of_interest;;4.5;OPERATIONAL
Museo Evita en el Palacio Ferreyra;Córdoba;Argentina;pl_id_1472;-31.4271684;-64.1849474;tourist_attraction;;4.6;OPERATIONAL
Colegio Nacional de Monserrat;Córdoba;Argentina;pl_id_1473;-31.4186521;-64.187038;school;;4.6;OPERATIONAL
Cathedral of Cordoba;Córdoba;Argentina;pl_id_1474;-31.4168469;-64.1844874;church;;4.8;OPERATIONAL
Museo Historico UNC Manzana Jesuitica;Córdoba;Argentina;pl_id_1475;-31.418239;-64.186555;tourist_attraction;;4.6;OPERATIONAL
Selina Nueva Cordoba;Córdoba;Argentina;pl_id_1476;-31.4236768;-64.184962;lodging;;4.3;OPERATIONAL
;Maipu;Argentina;pl_id_1477;-32.9854388;-68.7885754;restaurant;;3.9;OPERATIONAL
Museo Nacional Estancia Jesuitica Alta Gracia y Casa del Virrey Liniers;Alta Gracia;Argentina;pl_id_1478;-31.6576813;-64.4350125;museum;;4.6;OPERATIONAL
Vistacalma;Mendoza;Argentina;pl_id_1479;-32.909892;-69.26720999999999;point_of_interest;;4.6;OPERATIONAL
Aventura Mexicana Hotel;Playa del Carmen;México;pl_id_1480;20.6283503;-87.076771;lodging;;0.0;OPERATIONAL
Beachscape Kin Ha Villas Suites;Cancún;México;pl_id_1481;21.1356996;-86.7537552;lodging;;4.4;OPERATIONAL
Parque Los Fundadores;Playa del Carmen;México;pl_id_1482;20.6220415;-87.07500639999999;park;;4.6;OPERATIONAL
Xcaret;Playa del Carmen;México;pl_id_1483;20.5809134;-87.119698;amusement_park;;4.8;OPERATIONAL
Holiday Inn Santiago Airport Terminal an IHG hotel;Santiago;Chile;pl_id_1484;-33.3976219;-70.79369609999999;lodging;;4.3;OPERATIONAL
Holiday Inn Express Santiago Las Condes an IHG hotel;Las Condes;Chile;pl_id_1485;-33.4118345;-70.6025469;lodging;;4.5;OPERATIONAL
DoubleTree by Hilton Santiago Kennedy;Santiago;Chile;pl_id_1486;-33.4035034;-70.58580180000001;lodging;;4.5;OPERATIONAL
Panicafe;Córdoba;Argentina;pl_id_1487;-31.3676862;-64.2342228;bakery;2.0;4.2;OPERATIONAL
Es Tostadores;Córdoba;Argentina;pl_id_1488;-31.3673779;-64.2343045;restaurant;;4.7;OPERATIONAL
Gothic Quarter Barri Gotic;Barcelona;España;pl_id_1489;41.3819247;2.1773052;neighborhood;;;
Casa Batllo;Barcelona;España;pl_id_1490;41.3917;2.164918;tourist_attraction;;4.7;OPERATIONAL
Basilica de la Sagrada Familia;Barcelona;España;pl_id_1491;41.4036299;2.1743558;tourist_attraction;;4.8;OPERATIONAL
Mercat de la Boqueria;Barcelona;España;pl_id_1492;41.3817399;2.1715853;tourist_attraction;;4.5;OPERATIONAL
Mercat Central de Valencia;Valencia;España;pl_id_1493;39.4734632;-0.3790343;point_of_interest;;4.7;OPERATIONAL
Ciudad de las Artes y las Ciencias;Valencia;España;pl_id_1494;39.4548751;-0.3504904;aquarium;;4.7;OPERATIONAL
Nosso Tejo;Lisboa;Portugal;pl_id_1495;38.706671;-9.133984600000002;travel_agency;;4.7;OPERATIONAL
Safari Resto;La Falda;Argentina;pl_id_1496;-31.0928859;-64.4796288;restaurant;2.0;4.3;OPERATIONAL
Tucson Rogelio Martinez;Córdoba;Argentina;pl_id_1497;-31.4348321;-64.1777709;bar;2.0;4.4;OPERATIONAL
Argentina Travel Online;El Calafate;Argentina;pl_id_1498;;;;;;
Blue Calafate;El Calafate;Argentina;pl_id_1499;-50.3440761;-72.2599474;lodging;;4.5;OPERATIONAL
Camino de las Altas Cumbres;Córdoba;Argentina;pl_id_1500;-31.4659884;-64.1444952;route;;;
Zeta;Córdoba;Argentina;pl_id_1501;-31.42432549999999;-64.1866476;restaurant;2.0;3.9;OPERATIONAL
SushiClub;Córdoba;Argentina;pl_id_1502;-31.360451;-64.2381589;meal_takeaway;;4.2;CLOSED_TEMPORARILY
Sushi World;Córdoba;Argentina;pl_id_1503;-31.3674007;-64.236145;restaurant;3.0;4.2;OPERATIONAL
Johnny B Good;Córdoba;Argentina;pl_id_1504;-34.5331382;-58.46758269999999;bar;2.0;4.2;OPERATIONAL
Pizzeria Popular Barrio Jardin;Córdoba;Argentina;pl_id_1505;-31.4510649;-64.1756669;meal_takeaway;2.0;4.4;OPERATIONAL
Ganesha;Córdoba;Argentina;pl_id_1506;-31.42369679999999;-64.1899626;night_club;3.0;4.1;OPERATIONAL
Marfer;Córdoba;Argentina;pl_id_1507;-31.4231239;-64.1913038;restaurant;2.0;4.6;OPERATIONAL
Qa ra;Córdoba;Argentina;pl_id_1508;-31.420483;-64.1785435;restaurant;1.0;4.5;OPERATIONAL
La Zete;Córdoba;Argentina;pl_id_1509;-31.4210108;-64.18035979999999;meal_takeaway;2.0;4.6;OPERATIONAL
Termas de Fiambala;Fiambala;Argentina;pl_id_1510;-27.7424514;-67.5502948;tourist_attraction;2.0;4.6;OPERATIONAL
Laguna Brava Provincial Reserve;La Rioja;Argentina;pl_id_1511;-28.4000661;-69.0847063;park;;4.9;OPERATIONAL
DOT Baires Shopping;Buenos Aires;Argentina;pl_id_1512;-34.5464856;-58.4878535;shopping_mall;;4.2;OPERATIONAL
Abasto de Buenos Aires;Buenos Aires;Argentina;pl_id_1513;-34.6038802;-58.41098969999999;shopping_mall;;4.2;OPERATIONAL
Irish Pub Sullivan s;Buenos Aires;Argentina;pl_id_1514;-34.5878846;-58.4291796;bar;2.0;3.9;OPERATIONAL
Palitos;Buenos Aires;Argentina;pl_id_1515;-34.5566152;-58.4511713;restaurant;2.0;3.9;OPERATIONAL
Iglesia Padres de Schoenstatt;Córdoba;Argentina;pl_id_1516;-31.3784241;-64.2242598;church;;4.8;OPERATIONAL
Hotel El Molino;Venado Tuerto;Argentina;pl_id_1517;-33.7404251;-61.9863375;lodging;;4.1;OPERATIONAL
Parque Municipal Vivero Cosme Argerich;San Clemente del Tuyu;Argentina;pl_id_1518;-36.379988;-56.7202114;park;;4.5;OPERATIONAL
Punta Rasa;San Clemente del Tuyu;Argentina;pl_id_1519;-36.2956386;-56.77582090000001;tourist_attraction;;4.5;OPERATIONAL
Los Tuneles de Taninga;Córdoba;Argentina;pl_id_1520;-31.37926909999999;-65.4000556;tourist_attraction;;4.7;OPERATIONAL
El Papagayo;Córdoba;Argentina;pl_id_1521;-31.4141778;-64.19224299999999;restaurant;3.0;4.7;OPERATIONAL
Alcorta Carnes y Vinos;Córdoba;Argentina;pl_id_1522;-31.4101078;-64.1904611;restaurant;3.0;3.9;CLOSED_PERMANENTLY
La Brigada Parrilla;Buenos Aires;Argentina;pl_id_1523;-34.6184276;-58.3726277;restaurant;3.0;4.2;OPERATIONAL
Capilla Domestica Compania de Jesus;Córdoba;Argentina;pl_id_1524;-31.4176758;-64.18721000000001;museum;;4.7;OPERATIONAL
La Estancia Restaurant;Buenos Aires;Argentina;pl_id_1525;-34.602413;-58.38019119999999;restaurant;2.0;4.3;OPERATIONAL
Champaqui Adventure;Villa General Belgrano;Argentina;pl_id_1526;;;;;;
Rochester Hotel Classic;Buenos Aires;Argentina;pl_id_1527;-34.6017856;-58.3783351;lodging;;4.0;OPERATIONAL
Parrilla El Gaucho de Lavalle;Buenos Aires;Argentina;pl_id_1528;-34.602489;-58.37910970000001;restaurant;2.0;3.7;OPERATIONAL
El Palacio de la Papa Frita;Buenos Aires;Argentina;pl_id_1529;-34.6043955;-58.38959939999999;restaurant;2.0;3.4;OPERATIONAL
;Varvarco;Argentina;pl_id_1530;-36.8538134;-70.67804240000001;locality;;;
Paseo de las Artes;Varvarco;Argentina;pl_id_1531;-31.4237397;-64.1921108;tourist_attraction;;4.6;OPERATIONAL
El monumento al Bicentenario de la Patria;Varvarco;Argentina;pl_id_1532;-37.189203;-70.6753021;museum;;4.6;OPERATIONAL
Route of the Seven Lakes;Neuquen;Argentina;pl_id_1533;-40.1643295;-71.3564979;tourist_attraction;;4.8;OPERATIONAL
Rumbo Norte;Córdoba;Argentina;pl_id_1534;-31.3570639;-64.232011;point_of_interest;;0.0;OPERATIONAL
Camping Victoria;Andacollo;Argentina;pl_id_1535;-32.6349473;-60.16342539999999;campground;;3.9;OPERATIONAL
Bungalows Ordesa;San Martín de los Andes;Argentina;pl_id_1536;42.6393659;-0.1100217;lodging;;4.5;OPERATIONAL
Parque Nacional Ordesa Y Monte Perdido;Varvarco;Argentina;pl_id_1537;42.6468705;0.0349001;tourist_attraction;;4.9;OPERATIONAL
Valle de Bujaruelo;Varvarco;Argentina;pl_id_1538;-36.849133;-70.6786955;lodging;;4.5;OPERATIONAL
Camping Masnou;Jaca;España;pl_id_1539;42.2646288;3.1017747;campground;;4.4;OPERATIONAL
Iglesia San Francisco de la Inmaculada;Córdoba;Argentina;pl_id_1540;-31.41876139999999;-64.1836081;museum;;4.7;OPERATIONAL
Puente del Bicentenario;Córdoba;Argentina;pl_id_1541;-31.4181559;-64.1730523;route;;;
Sibaris;Córdoba;Argentina;pl_id_1542;-31.41876289999999;-64.18385719999999;restaurant;3.0;4.7;OPERATIONAL
Museo Palacio Dionisi;Córdoba;Argentina;pl_id_1543;-31.4293154;-64.1848298;museum;;4.5;OPERATIONAL
Archivo Provincial de la Memoria;Córdoba;Argentina;pl_id_1544;-31.4163268;-64.1849422;point_of_interest;;4.5;OPERATIONAL
Iglesia de la Compania de Jesus;Córdoba;Argentina;pl_id_1545;-31.4180449;-64.1864101;tourist_attraction;;4.7;OPERATIONAL
Tangol Tours Cordoba;Córdoba;Argentina;pl_id_1546;-34.6176638;-58.3717244;travel_agency;;4.3;OPERATIONAL
Feel The City Tours;Granada;España;pl_id_1547;37.1770366;-3.596377699999999;travel_agency;;4.5;OPERATIONAL
Pancho Tours;Madrid;España;pl_id_1548;37.38216;-5.995101;travel_agency;;4.5;OPERATIONAL
Patio Olmos;Córdoba;Argentina;pl_id_1549;-31.4198807;-64.18824289999999;shopping_mall;;4.3;OPERATIONAL
Di Roma Gelateria;San Juan;Argentina;pl_id_1550;-31.5523916;-68.5150901;food;2.0;4.2;OPERATIONAL
Chinga Tu Madre;San Juan;Argentina;pl_id_1551;-31.5305028;-68.55560729999999;restaurant;2.0;3.8;OPERATIONAL
Caffe Marini;Buenos Aires;Argentina;pl_id_1552;-34.6039514;-58.3880709;cafe;;2.8;OPERATIONAL
Starbucks;Buenos Aires;Argentina;pl_id_1553;-34.5705529;-58.4441327;cafe;3.0;4.1;OPERATIONAL
Mostaza;Buenos Aires;Argentina;pl_id_1554;-34.5617217;-58.45752;restaurant;2.0;4.0;OPERATIONAL
Hostel Suites Florida;Buenos Aires;Argentina;pl_id_1555;-34.60414859999999;-58.3752497;lodging;;3.8;OPERATIONAL
Restaurant Baro;San Juan;Argentina;pl_id_1556;-31.5366503;-68.52677489999999;restaurant;;4.2;CLOSED_PERMANENTLY
Club Sirio Libanes;San Juan;Argentina;pl_id_1557;-31.5348729;-68.52751289999999;point_of_interest;;4.5;OPERATIONAL
La Cava Restaurante;San Juan;Argentina;pl_id_1558;-31.5376736;-68.5284698;restaurant;;0.0;OPERATIONAL
Madre;Villa General Belgrano;Argentina;pl_id_1559;-31.9771109;-64.55936249999999;restaurant;2.0;4.4;OPERATIONAL
El Balcon;Villa General Belgrano;Argentina;pl_id_1560;-31.97255329999999;-64.5581352;bar;2.0;4.8;OPERATIONAL
Bierkeller;Villa General Belgrano;Argentina;pl_id_1561;-31.9707053;-64.5424142;restaurant;2.0;4.6;OPERATIONAL
El Gran Vidrio Restaurante;Córdoba;Argentina;pl_id_1562;-31.4082585;-64.18844050000001;restaurant;2.0;4.4;OPERATIONAL
Bonafide Colon y Canada;Córdoba;Argentina;pl_id_1563;-31.411469;-64.1909285;cafe;2.0;4.5;OPERATIONAL
IT Italy;Córdoba;Argentina;pl_id_1564;-31.4227768;-64.1873588;restaurant;2.0;4.1;OPERATIONAL
Ochre;Córdoba;Argentina;pl_id_1565;-31.3770711;-64.2256259;restaurant;2.0;3.5;CLOSED_PERMANENTLY
Museo De Ciencias Naturales Arturo Illia;Córdoba;Argentina;pl_id_1566;-31.4272542;-64.1814207;museum;;4.5;OPERATIONAL
Black Pan;Córdoba;Argentina;pl_id_1567;-31.3809826;-64.21476799999999;restaurant;;3.9;OPERATIONAL
Patio Burgues;Córdoba;Argentina;pl_id_1568;-31.36659839999999;-64.2367898;restaurant;2.0;4.1;CLOSED_PERMANENTLY
El Meson;Córdoba;Argentina;pl_id_1569;-31.3650438;-64.23777489999999;restaurant;2.0;4.2;OPERATIONAL
Siete Onzas;Córdoba;Argentina;pl_id_1570;-31.4149165;-64.1656787;restaurant;2.0;4.4;CLOSED_PERMANENTLY
Parador El Cuadrado;Salsipuedes;Argentina;pl_id_1571;-31.1213313;-64.3332125;restaurant;2.0;4.6;OPERATIONAL
Lomitos el Bosque;Córdoba;Argentina;pl_id_1572;-31.4305876;-64.17717290000002;restaurant;2.0;4.3;OPERATIONAL
Il Forno Di Marco;Córdoba;Argentina;pl_id_1573;-31.3952114;-64.1797326;meal_takeaway;2.0;4.6;OPERATIONAL
Pizza Italia;Córdoba;Argentina;pl_id_1574;-31.3996997;-64.1858562;restaurant;2.0;4.5;OPERATIONAL
;Marcos Juarez;Argentina;pl_id_1575;-32.6978556;-62.10579789999999;locality;;;
Zoom Apartments;Córdoba;Argentina;pl_id_1576;-31.4106623;-64.1879609;lodging;;4.4;OPERATIONAL
La Estaca Restaurant;Villa General Belgrano;Argentina;pl_id_1577;-31.9548204;-64.5623374;restaurant;;4.3;OPERATIONAL
Flower s House;Aguas Calientes;Perú;pl_id_1578;-13.1561986;-72.5237588;lodging;;4.0;OPERATIONAL
PeruRail Vistadome;Cuzco;Perú;pl_id_1579;-13.5247188;-71.97157179999999;travel_agency;;3.5;OPERATIONAL
San Blas;Cuzco;Perú;pl_id_1580;-13.515118;-71.9745044;tourist_attraction;;4.4;OPERATIONAL
Centro Historico De Cusco;Cuzco;Perú;pl_id_1581;-13.52021;-71.97866259999999;sublocality_level_1;;;
Hotel Suenos del Inka;Cuzco;Perú;pl_id_1582;-13.5162469;-71.9751073;lodging;;4.4;OPERATIONAL
San Agustin Urubamba Spa;Urubamba;Perú;pl_id_1583;-13.3113723;-72.1056631;lodging;;4.1;OPERATIONAL
Casa Andina Standard Colca;Chivay;Perú;pl_id_1584;-15.640118;-71.6025635;lodging;;4.3;OPERATIONAL
Casa Santa Ana del Ibera;Colonia Carlos Pellegrini;Argentina;pl_id_1585;-28.5397994;-57.178563;travel_agency;;4.5;OPERATIONAL
Hotel la Recova;Mercedes;Argentina;pl_id_1586;-29.186449;-58.0796699;lodging;;4.0;OPERATIONAL
Mediterraneo Apart Hotel;Federación;Argentina;pl_id_1587;-30.9798995;-57.9254007;lodging;;4.6;OPERATIONAL
Puerta Escondida B B;Valparaiso;Chile;pl_id_1588;-33.0425119;-71.6279486;lodging;;4.8;CLOSED_TEMPORARILY
Cerro Concepcion;Valparaiso;Chile;pl_id_1589;-33.04255550000001;-71.6264296;travel_agency;;4.7;OPERATIONAL
Cava de Cano;Mendoza;Argentina;pl_id_1590;-33.0163695;-68.8715421;restaurant;2.0;4.6;OPERATIONAL
Alcor Hotel;Mendoza;Argentina;pl_id_1591;-32.8852111;-68.83916669999999;lodging;;4.1;OPERATIONAL
Maria Bonita Steak House;La Fortuna;Costa Rica;pl_id_1592;10.4708778;-84.6454335;restaurant;;4.4;OPERATIONAL
Sueno Rio Celeste Boutique B b;Bijagua de Upala;Costa Rica;pl_id_1593;10.7129488;-85.07257709999999;lodging;;4.8;OPERATIONAL
Cordoba Wine Travel;Córdoba;Argentina;pl_id_1594;-31.6775696;-64.41116939999999;liquor_store;;4.9;OPERATIONAL
Hotel Termal Los Cardones Spa;Termas de Rio Hondo;Argentina;pl_id_1595;-27.4945776;-64.858251;lodging;;4.5;OPERATIONAL
International Autodromo Termas De Rio Hondo;Termas de Rio Hondo;Argentina;pl_id_1596;-27.5115323;-64.9202976;museum;;4.7;OPERATIONAL
Cosquin Rock;Córdoba;Argentina;pl_id_1597;-31.2840315;-64.45515999999999;point_of_interest;;4.6;OPERATIONAL
El Molino Casa Restaurante;La Falda;Argentina;pl_id_1598;-31.0977319;-64.4828586;restaurant;3.0;4.5;OPERATIONAL
;Yacanto;Argentina;pl_id_1599;-32.1329861;-64.7243527;lodging;;4.9;OPERATIONAL
En Camino Paseos;Córdoba;Argentina;pl_id_1600;;;;;;
Hotel Pircas Negras;La Rioja;Argentina;pl_id_1601;-29.3339339;-68.22642119999999;lodging;;4.0;OPERATIONAL
Los Gigantes;Córdoba;Argentina;pl_id_1602;-31.3631451;-64.1700652;neighborhood;;;
VAS Villa Allende Shopping;Villa Allende;Argentina;pl_id_1603;-31.3000815;-64.2776806;shopping_mall;;4.2;OPERATIONAL
Ansenuza Hotel Casino Spa;Miramar;Argentina;pl_id_1604;-30.924066;-62.68677899999999;lodging;;4.4;OPERATIONAL
Hotel Republica Villa Maria;Villa Maria;Argentina;pl_id_1605;-32.4111288;-63.2420102;lodging;;4.1;OPERATIONAL
Hotel Cordoba Centro;Córdoba;España;pl_id_1606;37.8837024;-4.7799188;lodging;;4.3;OPERATIONAL
La Docta Free Walking Tour Cordoba;Córdoba;Argentina;pl_id_1607;-31.4167215;-64.1836646;point_of_interest;;4.9;OPERATIONAL
Parque del Kempes;Córdoba;Argentina;pl_id_1608;-31.373385;-64.24502249999999;park;;4.7;OPERATIONAL
Hotel Almeria;Salta;Argentina;pl_id_1609;-24.788497;-65.4053596;lodging;;4.5;OPERATIONAL
Capilla Nuestra Senora del Rosario;Candonga;Argentina;pl_id_1610;-31.0855739;-64.3447576;church;;4.6;OPERATIONAL
El Chiringuito;Córdoba;Argentina;pl_id_1611;-31.3470001;-64.2730486;restaurant;2.0;4.2;CLOSED_TEMPORARILY
Novecento;Córdoba;Argentina;pl_id_1612;-31.4205467;-64.1883527;restaurant;2.0;4.0;OPERATIONAL
Gurupa;Córdoba;Argentina;pl_id_1613;-31.3441299;-64.2876958;cafe;2.0;4.4;OPERATIONAL
Goulu;Córdoba;Argentina;pl_id_1614;-31.3678371;-64.2333532;cafe;3.0;4.6;OPERATIONAL
Doca S Restaurante;Florianópolis;Brasil;pl_id_1615;-27.436355;-48.3929321;restaurant;2.0;4.4;OPERATIONAL
Santo Antonio de Lisboa;Santo Antonio de Lisboa;Brasil;pl_id_1616;-27.5063601;-48.5199887;administrative_area_level_4;;;
Bar do Boni;Florianópolis;Brasil;pl_id_1617;-27.6085045;-48.4417501;bar;2.0;4.5;OPERATIONAL
Freguesia Oyster Bar;Florianópolis;Brasil;pl_id_1618;-27.5079901;-48.5194079;bar;2.0;4.4;OPERATIONAL
Pietra Flat;Florianópolis;Brasil;pl_id_1619;-27.441181;-48.383771;lodging;;4.5;OPERATIONAL
Al Malek;Córdoba;Argentina;pl_id_1620;-31.4140125;-64.1717175;restaurant;2.0;4.5;OPERATIONAL
Brasas Argentinas;Buenos Aires;Argentina;pl_id_1621;-34.6105115;-58.36610719999999;restaurant;2.0;4.0;OPERATIONAL
Azul;Mundo;;pl_id_1622;-34.6280069;-58.46048339999999;store;;5.0;OPERATIONAL
Petiscao Porcoes;Florianópolis;Brasil;pl_id_1623;;;;;;
Moscow Kremlin;Moscú;Rusia;pl_id_1624;55.7509544;37.6175755;tourist_attraction;;4.8;OPERATIONAL
Tickets Tours Corfu;Corfú;Grecia;pl_id_1625;39.6119406;19.9156144;travel_agency;;5.0;OPERATIONAL
Weatlas;Moscú;Rusia;pl_id_1626;55.759417;37.6647384;travel_agency;;0.0;OPERATIONAL
Catedral de Santa Maria;Vitoria-Gasteiz;España;pl_id_1627;42.850773;-2.672535;tourist_attraction;;4.6;OPERATIONAL
Hotel Flysch;Zumaia;España;pl_id_1628;43.2982697;-2.2589923;lodging;;4.8;OPERATIONAL
Copa Airlines;Mundo;;pl_id_1629;-34.9054663;-56.13632939999999;point_of_interest;;2.6;OPERATIONAL
Best Of Costa Rica Dmc;San José;Costa Rica;pl_id_1630;9.9476958;-84.102904;travel_agency;;4.4;OPERATIONAL
Le Cameleon Boutique Hotel;Cocles;Costa Rica;pl_id_1631;9.6440801;-82.7279641;lodging;;4.3;OPERATIONAL
Tenedor Argentino;San José;Costa Rica;pl_id_1632;9.93275;-84.07714899999999;restaurant;2.0;4.4;OPERATIONAL
Interbus;San José;Costa Rica;pl_id_1633;9.9328766;-84.06475089999999;travel_agency;;4.2;OPERATIONAL
Volcano Lodge Hotel Thermal Experience;La Fortuna de San Carlos;Costa Rica;pl_id_1634;10.4986058;-84.68675320000001;lodging;;4.6;OPERATIONAL
;Mar del Tuyú;Argentina;pl_id_1635;-36.5772887;-56.68818;locality;;;
La Riojanita;Mar del Tuyú;Argentina;pl_id_1636;-36.576077;-56.688759;restaurant;1.0;4.5;OPERATIONAL
Bungalows Poupe Yolie;San Marcos Sierras;Argentina;pl_id_1637;-30.77613599999999;-64.635525;lodging;;4.7;OPERATIONAL
Eben Ezer Licores en Las Calles;Las Calles;Argentina;pl_id_1638;-31.8411798;-64.9761248;liquor_store;;4.7;OPERATIONAL
La Cantina del Delfin;San Clemente del Tuyu;Argentina;pl_id_1639;-36.3413825;-56.74641159999999;restaurant;2.0;4.7;OPERATIONAL
Apart Hotel Rio Dulce;Termas de Rio Hondo;Argentina;pl_id_1640;-27.4995019;-64.8630058;lodging;;4.1;OPERATIONAL
El Celta Restaurant;Córdoba;Argentina;pl_id_1641;-31.398674;-64.1806137;restaurant;3.0;4.5;OPERATIONAL
Museo Hotel Viena;Córdoba;Argentina;pl_id_1642;-30.9035575;-62.6711202;museum;;4.4;OPERATIONAL
Laguna Mar Chiquita;Córdoba;Argentina;pl_id_1643;-30.706441;-62.5551263;natural_feature;;4.5;
Achavil del Rio;Viedma;Argentina;pl_id_1644;-40.8061227;-62.98807279999999;restaurant;2.0;4.5;OPERATIONAL
Babieca Parrilla;Buenos Aires;Argentina;pl_id_1645;-34.6257016;-58.3725394;bar;2.0;4.4;OPERATIONAL
Parque de las Tejas;Córdoba;Argentina;pl_id_1646;-31.4326208;-64.1873411;park;;4.4;OPERATIONAL
Museo Emilio Caraffa;Córdoba;Argentina;pl_id_1647;-31.4284617;-64.18378140000002;tourist_attraction;;4.5;OPERATIONAL
La Cocina de Fazzio;Córdoba;Argentina;pl_id_1648;-31.4096051;-64.1805597;restaurant;2.0;4.3;OPERATIONAL
Diran;Córdoba;Argentina;pl_id_1649;-31.409802;-64.1802118;restaurant;2.0;4.7;OPERATIONAL
Barrilete museo de los ninos;Córdoba;Argentina;pl_id_1650;-31.2999402;-64.2767376;tourist_attraction;;4.5;OPERATIONAL
San Honorato;Córdoba;Argentina;pl_id_1651;-31.415166;-64.1666043;restaurant;4.0;4.4;OPERATIONAL
Junior B;Córdoba;Argentina;pl_id_1652;-31.4272522;-64.18869169999999;restaurant;2.0;3.8;OPERATIONAL
Patio De La Canada;Córdoba;Argentina;pl_id_1653;-31.4095655;-64.190277;restaurant;2.0;4.4;OPERATIONAL
Nuevocentro Shopping;Córdoba;Argentina;pl_id_1654;-31.4129589;-64.2045375;shopping_mall;;4.4;OPERATIONAL
Havanna Cafe;Buenos Aires;Argentina;pl_id_1655;-34.5774878;-58.43849460000001;cafe;2.0;4.5;OPERATIONAL
Howard Johnson by Wyndham Villa General Belgrano;Villa General Belgrano;Argentina;pl_id_1656;-31.9931416;-64.558015;lodging;;4.2;OPERATIONAL
Valley of the Moon;La Paz;Bolivia;pl_id_1657;-16.5673643;-68.0939081;tourist_attraction;;4.4;OPERATIONAL
Allegro Playacar;Playa del Carmen;México;pl_id_1658;20.6091492;-87.0873952;lodging;;4.5;OPERATIONAL
Hotel Edelweiss;Villa General Belgrano;Argentina;pl_id_1659;-31.9788638;-64.5548134;lodging;;4.3;OPERATIONAL
Bad Wiessee Apart Hotel Boutique;Villa General Belgrano;Argentina;pl_id_1660;-31.9866611;-64.5549043;lodging;;4.3;OPERATIONAL
Sonesta Hotel El Olivar Lima;Lima;Perú;pl_id_1661;-12.0977469;-77.0353571;lodging;;4.6;OPERATIONAL
Golden Tulip Ipanema Plaza;Río de Janeiro;Brasil;pl_id_1662;-22.9857981;-43.2006687;lodging;;4.3;CLOSED_PERMANENTLY
