line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
552;Muy buena la comida a precio razonable;Very good food at a reasonable price;"El lugar esta ambientado en los 80, nos encontramos con la vajilla de ""la abuela"" a la hora de comer y un montón de objetos retro bien seleccionados. La comida ...";"The place is set in the 80's, we found the tableware of ""grandma"" at lunchtime and a lot of retro objects well selected. The food ...";5.0;Fuente y Fonda;restaurant;687anitar;id_57;4.4;1410.0;Mendoza;Argentina;8.0;2016.0;4;3
553;Muy bonito el lugar, cerca de todo;Very nice place, close to everything;La habitación es muy cómoda, con aire , tv (toda la programación en arabe o frances) y baño privado. Tal vez los ruidos externos son un tanto molestos pero nada...;The room is very comfortable, with air conditioning, TV (all programming in Arabic or French) and private bathroom. Perhaps the external noises are a bit annoying but nothing...;4.0;Riad Lamzia;hotel;687anitar;id_57;4.5;80.0;Marrakech;Marruecos;6.0;2016.0;4;3
554;Pésimo hotel, con suerte un 2 estrellas;Lousy hotel, hopefully a 2 star;Realmente esta muy deteriorado, las alfombras todas manchadas, cortinas agujereadas, almohadas tan gastadas y olorosas que son inutilizables....el baño todo des...;It is really very deteriorated, carpets all stained, curtains with holes, pillows so worn and smelly that they are unusable.... the bathroom all unusable...;1.0;Pringles Apart Hotel;hotel;687anitar;id_57;2.9;63.0;Rosario;Argentina;4.0;2016.0;3;4
555;Bueno y barato;Good and cheap;El lugar es pequeño, hay que llegar temprano porque suele haber mucha gente. El menú del día suele ser muyyy barato y bien rico (no es súper abundante pero comi...;The place is small, you have to arrive early because it is usually crowded. The menu of the day is usually very cheap and tasty (it's not super abundant but it's very tasty).....;4.0;Caprese;restaurant;687anitar;id_57;4.0;48.0;Rosario;Argentina;4.0;2016.0;2;2
556;Un lindo paseo, medio amontonados;A nice walk, half crowded;El recorrido es corto, hay muchos locales que venden productos muy interesantes y comida lista para comer al paso. Hay que estar dispuesto a hacer cola para pag...;The tour is short, there are many shops selling very interesting products and food ready to eat on the go. You have to be willing to wait in line to pay for the...;3.0;Barrio Chino;attraction;687anitar;id_57;3.7;1443.0;Buenos Aires;Argentina;3.0;2016.0;4;3
557;Lindo recorrido cultural;Beautiful cultural route;Los guías son muy amables y predispuestos, el lugar es una belleza, hay que ir bien temprano o a la hora de la siesta pq nosotros llegamos a media mañana y demo...;The guides are very friendly and predisposed, the place is a beauty, you have to go very early or at siesta time because we arrived at mid-morning and the demo...;4.0;Teatro Colon;attraction;687anitar;id_57;4.8;24392.0;Buenos Aires;Argentina;3.0;2016.0;3;4
558;Buen show, horrible el lugar;Good show, horrible place;El show musical muy bueno y las clases abiertas de tango son muy amenas, el contraste es el marco del lugar....un galpón derroido, con sillas rotas, otras sin r...;The musical show is very good and the open tango classes are very enjoyable. The contrast is the setting of the place....un derelict shed, with broken chairs, others with no r...;3.0;La Catedral del Tango;restaurant;687anitar;id_57;4.0;167.0;Buenos Aires;Argentina;3.0;2016.0;2;3
559;Muy buen lugar, tal cual se muestra en las fotos;Very nice place, just as shown in the pictures.;El apart es totalmente nuevo, muy bien equipado con anafe, heladerita, pava y horno eléctrico, utensilios de cocina, aires y tv por cable. Comodo para una parej...;The apartment is brand new, very well equipped with stove, refrigerator, kettle and electric oven, kitchen utensils, air conditioning and cable TV. Comfortable for a couple.;4.0;Villa Aurora Aparts;hotel;687anitar;id_57;4.8;20.0;Ostende;Argentina;2.0;2016.0;4;3
560;Muy rico todo;Very tasty everything;Pedimos fondeu para compartir, comimos muy bien las 2 parejas. Solo falta un poco mas de variedad pq termina siendo distintos tipos de jamón, salchicha y pan .....;We ordered fondeu to share, we ate very well as 2 couples. The only thing missing is a little more variety because it ends up being different types of ham, sausage and bread. .....;4.0;El Viejo Hobbit;restaurant;687anitar;id_57;4.4;1044.0;Villa Gesell;Argentina;2.0;2016.0;4;3
561;Muy bueno;Very good;La comida abundante (pedimos para compartir y sobro) muy rico de sabor, muy buena la atención. El precio razonable pero un poco cara la bebida. Cobran el cubier...;The food was plentiful (we ordered to share and there were leftovers) very tasty, very good service. The price was reasonable but the drinks were a bit expensive. They charge the cover...;4.0;Jalisco Comida Mexicana Pinamar;restaurant;687anitar;id_57;3.8;267.0;Pinamar;Argentina;2.0;2016.0;4;3
562;Podría mejorar;Could be improved;Nos alojabamos en este hotel entonces un día estabamos cansados y decidimos comer aca. La comida muy rica pero había un solo mozo para atender a todas las mesas...;We were staying at this hotel so one day we were tired and decided to eat here. The food was very tasty but there was only one waiter to serve all the tables...;4.0;;restaurant;Brenda199405;id_58;4.3;125.0;Ushuaia;Argentina;4.0;2023.0;3;2
563;Volveria a ir!;I'd go again!;Super lindo!! Volvería a ir. Las habitaciones son muy comodas. El desayuno mucha variedad. El check in era a las 15 hs asi que nos guardaron las valijas, person...;Super nice! I would go there again. The rooms are very comfortable. The breakfast is very varied. The check in was at 3 pm so they kept our luggage, people were very helpful and...;5.0;Lennox Hotels Ushuaia;hotel;Brenda199405;id_58;4.1;1329.0;Ushuaia;Argentina;4.0;2023.0;3;4
564;Para hacer por tu cuenta;To do on your own;Lo hicimos en un tour pensando que era compleja la caminata. Es super amena para hacer por su cuenta.;We did it on a tour thinking it was a complex hike. It is super enjoyable to do on your own.;3.0;Mirador de Lagos Escondido y Fagnano;attraction;Brenda199405;id_58;4.5;2443.0;Ushuaia;Argentina;4.0;2023.0;3;4
565;Super recomendable;Super recomendable;Es una camina super ligera que se hace facilmente y vale la pena por la vista. Además es el punto más austral;It is a super light hike that is easy to do and worth it for the view. It is also the southernmost point;5.0;Bahia Lapataia;attraction;Brenda199405;id_58;4.5;4025.0;Ushuaia;Argentina;4.0;2023.0;4;4
566;Lo haría de vuelta;I would do it again;Recomiendo ir con guia porque el camino no es claro. Vale la pena la caminata para ver el glaciar y las cuevas, ademas de la laguna los tempanos;I recommend going with a guide because the path is not clear. It is worth the hike to see the glacier and the caves, as well as the tempanos lagoon.;5.0;Glaciar Vinciguerra;attraction;Brenda199405;id_58;4.8;224.0;Ushuaia;Argentina;4.0;2023.0;3;3
567;Nevado? mucho mejor;Snowy? much better;Justo el día que fuimos nevaba y no estabamos vestidos de manera apropiada para hacer el sendero pero la nieve le daba un toque especial;Just the day we went there it was snowing and we were not dressed appropriately to do the trail but the snow gave it a special touch.;5.0;Glaciar Martial;attraction;Brenda199405;id_58;4.5;531.0;Provincia de Tierra del Fuego;Argentina;4.0;2023.0;4;4
568;Super lindo!;Super lindo!;Es un camino super accesible pero un poco largo. Además cuando terminas el recorrido de la costa estas muy cerca de bahia la pataia.;It is a super accessible road but a bit long. Also when you finish the coastal route you are very close to bahia la pataia.;5.0;Parque Nacional Tierra del Fuego;attraction;Brenda199405;id_58;4.5;8940.0;Ushuaia;Argentina;4.0;2023.0;3;4
569;Aceptable;Aceptable;Es muy lindo pero considero que el recorrido es un poco corta. Ademas cuando termina no esta señalizado de manera clara hacia donde es el parque nacional;It is very nice but I think that the route is a little short. Also when it ends it is not clearly signposted to the national park.;4.0;The End of the World Train;attraction;Brenda199405;id_58;4.0;5124.0;Ushuaia;Argentina;4.0;2023.0;3;3
570;Super bello;Super bello;El camino esta señalizado y no es complejo.. Si hay que elegir entre la turquesa y la esmeralda me quedo con la esmeralda: mucho mas linda. Esta bueno para hace...;The path is signposted and it is not complex. If I have to choose between the turquoise and the emerald, I'll take the emerald: much more beautiful. It is good to do...;5.0;Laguna Esmeralda;attraction;Brenda199405;id_58;4.7;2796.0;Ushuaia;Argentina;4.0;2023.0;4;3
571;No es de lo mejor que ví;Not the best I've seen;El camino no esta muy bien señalizado. Si hay que elegir entre la turquesa y la esmeralda me quedo con la esmeralda: mucho mas vistosa y el camino es menos comp...;The path is not very well signposted. If I have to choose between the turquoise and the emerald, I'll take the emerald: much more attractive and the path is less complex...;3.0;Laguna Turquesa;attraction;Brenda199405;id_58;4.7;66.0;Ushuaia;Argentina;4.0;2023.0;4;3
572;Riquisimo y variado;Delicious and varied;Fuimos a merendar pero habia extranjeros cenando. Evidentemente cuenta con opciones para merendar y cenar, muy bueno. Excelente variedad de tortas y chocolates ...;We went for a snack but there were foreigners dining. Evidently it has options for snacks and dinner, very good. Excellent variety of cakes and chocolates ...;5.0;Tante Sara Cafe Bar;restaurant;Brenda199405;id_58;4.1;2192.0;Ushuaia;Argentina;4.0;2023.0;3;4
573;Aceptable;Aceptable;Es un lugar muy bien ambientado. La carta es un poco limitada pero recuerdo que habia opciones veganas;It is a very nicely decorated place. The menu is a bit limited but I remember that there were vegan options.;4.0;Casa Olmo;restaurant;Brenda199405;id_58;4.1;201.0;Ushuaia;Argentina;4.0;2023.0;3;3
574;Super recomendable;Super recomendable;Muy lindo hotel! Desayuno, habitaciones y servicios impecable. Lo bueno es que tiene pileta. Lo malo es que tenias que cruzar la calle para ir a desayunar y con...;Very nice hotel! Breakfast, rooms and services impeccable. The good thing is that it has a pool. The bad thing is that you had to cross the street to go to breakfast and with...;5.0;Hotel Posada Los Alamos;hotel;Brenda199405;id_58;4.3;1810.0;El Calafate;Argentina;12.0;2020.0;4;4
575;Super recomendable;Super recomendable;Impecable! El lugar cuenta con varias mesas por lo que la espera no es mucha. Esta bien organizado, cundo te anotas en la lista te piden tu número para poder ll...;Impeccable! The place has several tables so the wait is not long. It is well organized, when you sign up on the list they ask you for your number to be able to get to the...;5.0;El Mercado Ushuaia;restaurant;Brenda199405;id_58;4.3;345.0;Ushuaia;Argentina;4.0;2023.0;4;3
576;Demasiada espera pero rico;Too long to wait but tasty;La comida muy rica y estaba en precio. El problema fue que esperamos 2 hs para entrar. Además no había nadie en la entrada. Para que te puedas anotar tenías que...;The food was very tasty and the price was right. The problem was that we waited 2 hours to get in. There was no one at the entrance. In order for you to sign in you had to...;4.0;Bodegon Fueguino;restaurant;Brenda199405;id_58;4.2;2724.0;Ushuaia;Argentina;4.0;2023.0;2;3
577;Súper recomendable;Highly recommended;Riquísimo todo! Tiene mucha variedad de tortas y ofrece opciones veganas. Lo malo es que uno de sus locales es chiquito entonces no es fácil conseguir mesa para...;Yummy everything! It has a wide variety of cakes and offers vegan options. The bad thing is that one of their places is small so it is not easy to get a table for...;5.0;Ana Juana;restaurant;Brenda199405;id_58;4.7;86.0;Ushuaia;Argentina;4.0;2023.0;4;3
578;Paseo en familia;Family outing;El parque muy lindo y cuidado. Tiene mucha variedad de piletas : techadas, con agua fría o caliente. Volvería aunque había demasiada gente.;The park is very nice and well kept. It has a great variety of pools: indoor, with hot or cold water. I would come back even though it was too crowded.;4.0;Parque de Agua Termal Cacheuta;attraction;Brenda199405;id_58;3.6;1809.0;Cacheuta;Argentina;11.0;2021.0;3;3
579;Divino;Divine;Divino paisaje! Recomiendo ir un día soleado ya que los días nublados no se logra observar su belleza al 100% . Volvería sin dudarlo;Divine scenery! I recommend going on a sunny day because on cloudy days you can't see 100% of its beauty. I would come back without hesitation;5.0;Potrerillos Dam;attraction;Brenda199405;id_58;4.4;1744.0;Mendoza;Argentina;11.0;2021.0;4;3
580;Bien;Fine;Ya había visitado la bodega en el 2019. Volví a venir ahora. Muy atento el personal. Recomiendo el recorrido por el viñedo en bici.;I had already visited the winery in 2019. I came again now. Very attentive staff. I recommend the tour of the vineyard by bike.;4.0;Bodega Santa Julia;attraction;Brenda199405;id_58;4.4;1072.0;Maipu;Argentina;11.0;2021.0;3;4
581;Muy bien!;Very good!;Ya había ido en el 2019. Todo perfecto en ambas ocasiones! Muy rico todo y excelente atención. Recomiendo el salmón y las rabas ????;I had already been there in 2019. Everything was perfect both times! Very tasty everything and excellent service. I recommend the salmon and the rabas ????.;5.0;Cantina La Rambla;restaurant;Brenda199405;id_58;4.5;172.0;Mendoza;Argentina;11.0;2021.0;4;4
582;Hermosa excursión.;Beautiful excursion.;El camino es hermoso, de dificultad baja de 2 hs a 3 hs de ida y otras 2 hs de vuelta por lo tanto, tendrás que disponer de medio día para este trekking, llevar...;The trail is beautiful, with a low difficulty of 2 to 3 hours one way and 2 hours return, therefore, you will have to have half a day for this trekking, bring...;5.0;;attraction;Adventure23122669125;id_59;4.7;2796.0;Ushuaia;Argentina;2.0;2023.0;4;4
583;Aventura a pura ternura entre pingüinos.;Tender adventure among penguins.;Realice la excursión principio de febrero, nos tocó un día inusual en Ushuaia de puro sol, salimos 7 hs del puerto turístico hasta la Estancia Haberton, lugar h...;I made the excursion at the beginning of February, we had an unusual day in Ushuaia of pure sunshine, we left 7 hours from the tourist port to Estancia Haberton, a place where we...;5.0;Expetravel Azul Latina;unknown;Adventure23122669125;id_59;4.7;14.0;Ushuaia;Argentina;;;4;2
584;Trekking por Sendero Costero en Parque Nacional Tierra del Fuego, Argentina.;Trekking along the Coastal Trail in Tierra del Fuego National Park, Argentina.;El PNTF, es una experiencia exquisita para los que gustan del senderismo. El Sendero Costero es bellísimo porque se camina dentro del bosque paralelo al Canal d...;The PNTF is an exquisite experience for those who enjoy hiking. The Coastal Trail is beautiful because you hike through the forest parallel to the Canal de la Frontera....;5.0;Parque Nacional Tierra del Fuego;attraction;Adventure23122669125;id_59;4.5;8940.0;Ushuaia;Argentina;2.0;2023.0;3;5
585;Hermosa vista de la cuidad de Ushuaia.;Beautiful view of the city of Ushuaia.;Hicimos el sendero al Glaciar Martial el 5 de febrero 2023, es un hermoso sendero de dificultad media- baja ya que el terreno tiene pendiente, no es necesario i...;We hiked the trail to the Martial Glacier on February 5, 2023, it is a beautiful trail of medium-low difficulty because the terrain is steep, it is not necessary to walk on the...;5.0;Glaciar Martial;attraction;Adventure23122669125;id_59;4.5;531.0;Provincia de Tierra del Fuego;Argentina;2.0;2023.0;4;4
586;Pueblo Mágico;Magical Town;Las cumbrecita es sin duda uno de mis pueblitos preferidos de Córdoba, sus cabañas, sus callecitas, sus cascadas, lagos y ríos enclavada en un bosque en altura ...;Las Cumbrecita is undoubtedly one of my favorite villages in Córdoba, its cabins, its small streets, its waterfalls, lakes and rivers nestled in a forest at high altitude....;4.0;La Cumbrecita Village;hotel;Adventure23122669125;id_59;4.1;13.0;La Cumbrecita;Argentina;10.0;2022.0;3;4
587;Volvería al Glaciar por más aventura !!!;I would go back to the Glacier for more adventure !!!!;Maravillosa experiencia, los guías del Glaciar Perito Moreno muy profesionales y muy buena onda. Todo está perfectamente planeado y cuidado para que el trakking...;Wonderful experience, the guides of the Perito Moreno Glacier are very professional and very cool. Everything is perfectly planned and taken care of so that the trekking is...;5.0;Gray Line Argentina El Calafate;tour;Adventure23122669125;id_59;4.5;26.0;El Calafate;Argentina;;;3;4
588;Cabalgata 100% recomendada!;100% recommended!;Hermosa aventura! Reservamos con anticipación para un sábado y fuimos nosotras dos con la guía, Valchu, una genia!! Nos pasó a buscar por la estación de micros ...;Beautiful adventure! We booked in advance for a Saturday and the two of us went with the guide, Valchu, a genius! She picked us up at the bus station ...;5.0;;attraction;lulumiglio;id_60;5.0;7.0;La Falda;Argentina;11.0;2022.0;4;4
589;Tremenda experiencia! Recomendadísima!;Tremendous experience! Highly recommended!;Tremenda experiencia! Fuimos con nuestro guía Christian. Muy divertido y educativo. Recorres la cueva por una hora aprox. Fuimos un grupo chico, 4 personas. Acá...;Tremendous experience! We went with our guide Christian. Very fun and educational. You go through the cave for about an hour. We were a small group, 4 people. Here...;5.0;Cavernas El Sauce;attraction;lulumiglio;id_60;4.4;78.0;La Falda;Argentina;11.0;2022.0;4;4
590;Visita nocturna. Miedo y diversión!;Nocturnal visit. Fear and fun!;Hicimos la visita nocturna, muy divertida y con mucho miedo también! La guía nos advirtió desde el principio que no íbamos a conocer la historia del Hotel, sino...;We did the night tour, very fun and very scary too! The guide warned us from the beginning that we were not going to know the history of the Hotel, but...;4.0;Eden Hotel;attraction;lulumiglio;id_60;4.2;1003.0;La Falda;Argentina;11.0;2022.0;4;3
591;Lindos paisajes. Poca señalización.;Beautiful scenery. Poor signage.;Muy lindos paisajes. Falta señalización y la que hay se puede mejorar. Subimos por el camino del sendero y nos perdimos tres veces. Al final no pudimos llegar a...;Very beautiful scenery. There is a lack of signage and the signage could be improved. We went up the trail road and got lost three times. In the end we could not get to...;4.0;Cerro La Banderita;attraction;lulumiglio;id_60;4.2;125.0;La Falda;Argentina;11.0;2022.0;3;3
592;100% Recomendado;100% Recommended;Excelente hotel! El desayuno muy bueno y completo. Las recepcionistas y camareras muy atentas y amorosas. Hay un dispenser de agua fría/caliente disponible las ...;Excellent hotel! The breakfast is very good and complete. The receptionists and waitresses very attentive and loving. There is a hot/cold water dispenser available all day and ...;5.0;Villa Brescia Hotel;hotel;lulumiglio;id_60;3.8;454.0;Ushuaia;Argentina;9.0;2022.0;3;4
593;Pésima atención. Se cobran 20% de propina sin avisar.;Lousy service. They charge 20% gratuity without warning.;Terrible servicio. Nos cobraron 20% de propina incluida sin si quiera avisar y se llevaron el ticket para que no pudiéramos darnos cuenta. Busqué por acá y vien...;Terrible service. They charged us 20% gratuity included without even warning us and took the ticket so we couldn't notice. I searched here and vien...;1.0;Casimiro Bigua;restaurant;lulumiglio;id_60;3.7;1013.0;Ushuaia;Argentina;9.0;2022.0;3;2
594;Excelente atención;Excellent service;Excelente atención. Utilizamos el servicio de transfer al Cerro Castor, súper puntuales ida y vuelta. En la oficina del centro nos atendió Nair, súper amorosa y...;Excellent service. We used the shuttle service to Cerro Castor, super punctual round trip. At the office in the center we were attended by Nair, super loving and...;5.0;Aswalek Expediciones;attraction;lulumiglio;id_60;4.8;33.0;Ushuaia;Argentina;9.0;2022.0;4;3
595;No lo recomiendo.;I do not recommend it.;Mal servicio. Tuvimos que pedir hielo 5 veces. El guiso de lentejas nos dijeron que venía bien completo y con suerte encontré un pedazito de papa o chorizo, era...;Bad service. We had to ask for ice 5 times. The lentil stew we were told was very complete and with luck I found a small piece of potato or chorizo, it was...;2.0;La Cabana Casa de te;restaurant;lulumiglio;id_60;4.1;1430.0;Ushuaia;Argentina;9.0;2022.0;2;3
596;Hermosa y sencilla caminata hasta el mirador;Beautiful and easy hike to the viewpoint;¡Hermosa caminata! Es una caminata sencilla pero en subida. La hicimos con mis padres de 60+ años, desde la base del Centro (donde alquilamos crampones y bastón...;Beautiful hike! It's an easy hike but uphill. We did it with my 60+ year old parents, from the base of the Center (where we rented crampons and pole....;5.0;Glaciar Martial;attraction;lulumiglio;id_60;4.5;531.0;Provincia de Tierra del Fuego;Argentina;9.0;2022.0;4;4
597;Hermosa experiencia.;Beautiful experience.;¡Hermosa experiencia! De inicio a fin. Nuestro guía, Martín, un genio. Comenzó a nevar a principio del viaje, lo que hizo que fuera mágico. Al principio pensaba...;Beautiful experience! From start to finish. Our guide, Martin, a genius. It started snowing at the beginning of the trip, which made it magical. At first I thought...;5.0;Baqueanos de Tierra del Fuego;attraction;lulumiglio;id_60;4.9;98.0;Ushuaia;Argentina;9.0;2022.0;5;4
598;Awesome experience!;Awesome experience!;We enjoyed every part of the trip, much better than doing only the cruise. The guide Monty was fun and always keeping the peace for us the slow ones. They give ...;We enjoyed every part of the trip, much better than doing only the cruise. The guide Monty was fun and always keeping the peace for us the slow ones. They give ...;5.0;Rosco s Milford Kayaks;class;lulumiglio;id_60;4.7;87.0;Milford Sound;Nueva Zelanda;10.0;2019.0;5;4
599;100% vale la pena;100% worth;Hermosa experiencia. Los caballos divinos, la vista increíble. Es una cabalgata con vista a Los Andes. Se puede visualizar el Aconcagua y el Tupungato. Luego d...;Beautiful experience. The horses are divine, the view is incredible. It is a horseback ride with a view of the Andes. You can see the Aconcagua and Tupungato. Then we ...;5.0;;attraction;Luciareyes11;id_61;4.8;633.0;Godoy Cruz;Argentina;6.0;2023.0;3;4
600;Linda visita a una bodega moderna ubicada en Maipu;Nice visit to a modern winery located in Maipu.;Linda bodega industrial ubicada en Maipu, Mendoza. Tiene una arquitectura amplia y moderna. La degustación estuvo buena. Pero se hizo en copas de agua en vez ...;Nice industrial winery located in Maipu, Mendoza. It has a wide and modern architecture. The tasting was good. But it was done in glasses of water instead of ...;4.0;Vistandes Winery;attraction;Luciareyes11;id_61;4.0;258.0;Maipu;Argentina;6.0;2023.0;3;3
601;Esta bueno ir para conocer algo distinto;It is good to go to see something different;Esta bueno ir para cortar con la visita a las bodegas de vino. Pasas por la fabrica y te muestran el proceso de cómo elaboran el aceite extra virgen. Luego, se ...;It is good to go to cut with the visit to the wine cellars. You go through the factory and they show you the process of how they elaborate the extra virgin oil. Then, you ...;5.0;Olivicola Boutique Pasrai;attraction;Luciareyes11;id_61;4.3;575.0;Maipu;Argentina;6.0;2023.0;4;4
602;Interesante experiencia;Interesting experience;Es una bodega con mucha historia y su línea es de vinos orgánicos. Los vinos no se consiguen en góndola por lo que está bueno ir, probarlos y llevar alguno. Uno...;It is a winery with a long history and its line of organic wines. The wines are not available in the gondola so it is good to go, taste them and take some with you. One...;5.0;Bodega Artesanal Vina el Cerno;attraction;Luciareyes11;id_61;4.4;105.0;Maipu;Argentina;6.0;2023.0;5;3
603;Linda visita;Lovely visit;Es una bodega que tiene como fuerte los vinos dulces. La degustación estuvo linda y tenían bastante variedad de vinos para comprar.;It is a winery with a strong focus on sweet wines. The tasting was nice and they had quite a variety of wines to buy.;5.0;Florio;attraction;Luciareyes11;id_61;4.0;72.0;Maipu;Argentina;6.0;2023.0;4;4
604;Hermosa experiencia;Beautiful experience;Muy linda experiencia. La bodega está ubicada en una zona muy hermosa con una vista tremenda de Los Andes. Hicimos la visita guiada con degustación de vinos y ...;Very nice experience. The winery is located in a very beautiful area with a tremendous view of the Andes. We went on the guided tour with wine tasting and ...;5.0;Huentala Wines;restaurant;Luciareyes11;id_61;4.8;58.0;Mendoza;Argentina;6.0;2023.0;5;4
605;Deliciosa experiencia;Delicious experience;El menú de 4 pasos estaba riquísimo. Incluía, en el primer paso, una bruscheta con queso y jamón crudo. Además, venía un humus, berenjena al escabeche y queso p...;The 4-step menu was delicious. It included, in the first step, a bruschetta with cheese and prosciutto. In addition, there was a hummus, pickled eggplant and cheese for the first...;5.0;Domaine Bousquet Restaurante Gaia;restaurant;Luciareyes11;id_61;4.4;425.0;Tupungato;Argentina;6.0;2023.0;3;3
606;Hermosa vista;Beautiful view;Hermosa bodega con una vista increíble de Los Andes. Es enorme, tiene colecciones de arte y la degustación fue deliciosa y muy completa.;Beautiful winery with an incredible view of the Andes. It is huge, has art collections and the tasting was delicious and very complete.;5.0;Bodega Salentein;attraction;Luciareyes11;id_61;4.3;1328.0;Los Árboles;Argentina;6.0;2023.0;4;5
607;BBB. Bueno, bonito y barato;BBB. Good, nice and cheap;Muy rico el vermú. Muchas marcas y opciones distintas. La comida estaba buena y había variedad de platos. Teníamos mesas afuera y como estaba fresco nos dieron ...;Very tasty vermouth. Many different brands and options. The food was good and there was a variety of dishes. We had tables outside and as it was cool they gave us a ...;5.0;La Central Vermuteria;restaurant;Luciareyes11;id_61;4.4;86.0;Mendoza;Argentina;6.0;2023.0;3;3
608;Esta bien;It is well;Los precios están bien. El menú de pasos de almuerzo es completo. La entrada estaba increible: eran empanadas fritas. Luego, pedí la milanesa con fideos. La mil...;Prices are good. The lunch step menu is complete. The starter was incredible: they were fried empanadas. Then, I ordered the milanesa with noodles. The mil...;3.0;Modesto Godoy Cafe;restaurant;Luciareyes11;id_61;3.9;117.0;Godoy Cruz;Argentina;6.0;2023.0;4;4
609;Buen vino y hermosa vista;Good wine and beautiful view;Muy linda la bodega y muy buenos los vinos para la degustación. Tiene una hermosa vista y la visita guiada fue interesante.;Very nice winery and very good wines for tasting. It has a beautiful view and the guided tour was interesting.;4.0;Bodega Atamisque;attraction;Luciareyes11;id_61;4.1;88.0;Mendoza;Argentina;6.0;2023.0;4;4
610;Hermoso y riquísimo;Beautiful and delicious;Me encantó. Es hermosa la vista y la comida estuvo muy rica. Hicimos el menú de 3 pasos: entrada, plato principal y postre. Todo acompañado por el vino de la bo...;I loved it. The view is beautiful and the food was very tasty. We did the 3-step menu: starter, main course and dessert. All accompanied by the wine from the bo...;5.0;Rincon Atamisque Restaurante;restaurant;Luciareyes11;id_61;3.9;68.0;Mendoza;Argentina;6.0;2023.0;5;4
611;No recomiendo;I do not recommend;Si bien el lugar está bien puesto y el patio tiene una vista increíble al atardecer, nuestra experiencia no fue la mejor. Pedimos una merienda que venía con va...;While the place is well appointed and the patio has an amazing view at sunset, our experience was not the best. We ordered a snack that came with va...;2.0;Queriendote casa de Te y Bistro;restaurant;Luciareyes11;id_61;4.3;562.0;Colonia del Sacramento;Uruguay;4.0;2023.0;2;3
612;Me gustó pero me habría gustado más si estaban todas las momias expuestas;I liked it but I would have liked it more if all the mummies were on display.;La principal atracción son las momias encontradas. Es muy interesante la historia y lo bien conservado que están los objetos y las momias. Sin embargo, me hubi...;The main attraction is the mummies found. It is very interesting the history and how well preserved the objects and mummies are. However, I would have been very...;4.0;MAAM Museo de Arqueologia de Alta Montana de Salta;attraction;Luciareyes11;id_61;4.6;6923.0;Salta;Argentina;2.0;2023.0;4;3
613;Bien;Fine;Es una bodega familiar. Es muy linda y tiene buenos vinos. Sin embargo, cuando la visité sentí que la persona que era guía hablaba demasiado rápido. La sensaci...;It is a family winery. It is very nice and has good wines. However, when I visited it I felt that the person who was the guide spoke too fast. The sensatio...;3.0;Winery Nanni;attraction;Luciareyes11;id_61;4.1;489.0;Cafayate;Argentina;2.0;2023.0;3;3
614;Único;Only;Increíble. La acústica es tremenda. Cuando fui, había un hombre tocando instrumentos varios y es hermoso como se escuchaba. También se oían a los pájaros como ...;Incredible. The acoustics are tremendous. When I went, there was a man playing various instruments and it was beautiful how you could hear. You could also hear the birds like ...;5.0;Anfiteatro Natural;attraction;Luciareyes11;id_61;4.8;1626.0;Salta;Argentina;2.0;2023.0;3;4
615;Increíble;Incredible;Increíble paisaje. Recomiendo ir en auto y pasar un rato largo admirando la inmensidad del lugar. Llevar mate o sanguchitos.;Incredible scenery. I recommend going by car and spend a long time admiring the immensity of the place. Bring mate or sanguchitos.;5.0;La Garganta del Diablo;attraction;Luciareyes11;id_61;4.6;1240.0;Cafayate;Argentina;2.0;2023.0;3;3
616;Hermoso trekking;Hermoso trekking;Muy lindo el trekking. Si bien es complejo, es posible hacerlo con paciencia y la vestimenta adecuada. Son 4 km hasta que se llega a la Garganta del Diablo prop...;Very nice trekking. Although it is complex, it is possible to do it with patience and the right clothing. It is 4 km until you reach the Garganta del Diablo (Devil's Throat)....;5.0;Waterfall Garganta Del Diablo;attraction;Luciareyes11;id_61;4.3;1432.0;Tilcara;Argentina;2.0;2023.0;3;4
617;Lindo;Lindo;Muy lindo. Super recomendable para la hora de la merienda. Muy rico todo. Es pequeño así que es difícil conseguir mesa adentro.;Very nice. Highly recommended for snack time. Very tasty everything. It is small so it is difficult to get a table inside.;4.0;Bon Jus;restaurant;Luciareyes11;id_61;4.0;19.0;Mar del Plata;Argentina;10.0;2022.0;3;4
618;Divino para almorzar;Divino para almorzar;Super lindo. Fuimos luego de hacer el trekking del Pucará de Tilcara. Hermosa la ambientación. Buena la atención. Excelente los precios.;Super nice. We went after trekking the Pucará de Tilcara. Beautiful setting. Good service. Excellent prices.;5.0;El Puente Cafe Resto Bar;restaurant;Luciareyes11;id_61;4.7;79.0;Tilcara;Argentina;2.0;2023.0;3;4
619;Una experiencia espectacular;A spectacular experience;Super recomendable ir a este restaurante en el cerro. Recomiendo ir temprano, subir en el teleférico y disfrutar en el lugar del atardecer. Tiene una terraza so...;Highly recommended to go to this restaurant on the hill. I recommend going early, take the cable car up and enjoy the sunset. It has a terrace so...;5.0;;restaurant;541francob;id_62;4.5;171.0;Salta;Argentina;2.0;2023.0;4;4
